sampleID	ai1	lst1	hrd-loh	HRD
TCGA-A3-3363-01	1	0	2	3
TCGA-A3-3367-01	1	2	2	5
TCGA-A3-3370-01	2	4	3	9
TCGA-A3-3372-01	1	0	0	1
TCGA-A3-3373-01	2	1	3	6
TCGA-A3-3374-01	0	0	0	0
TCGA-A3-3376-01	2	2	1	5
TCGA-A3-3378-01	2	0	1	3
TCGA-A3-3380-01	4	4	2	10
TCGA-A3-3382-01	3	0	0	3
TCGA-A3-3383-01	1	0	1	2
TCGA-A3-3385-01	2	1	1	4
TCGA-A3-3387-01	2	1	1	4
TCGA-A3-A6NI-01	9	3	4	16
TCGA-A3-A6NJ-01	2	1	1	4
TCGA-A3-A6NL-01	2	1	1	4
TCGA-A3-A6NN-01	2	2	1	5
TCGA-A3-A8CQ-01	1	2	2	5
TCGA-A3-A8OU-01	1	1	2	4
TCGA-A3-A8OV-01	1	2	2	5
TCGA-A3-A8OW-01	2	1	1	4
TCGA-A3-A8OX-01	0	0	0	0
TCGA-A4-7286-01	0	0	0	0
TCGA-A4-7287-01	7	0	7	14
TCGA-A4-7288-01	0	0	0	0
TCGA-A4-7583-01	0	0	0	0
TCGA-A4-7584-01	0	0	0	0
TCGA-A4-7585-01	3	2	1	6
TCGA-A4-7732-01	0	0	0	0
TCGA-A4-7734-01	0	0	0	0
TCGA-A4-7828-01	0	0	0	0
TCGA-A4-7915-01	1	1	2	4
TCGA-A4-7996-01	0	0	0	0
TCGA-A4-7997-01	2	5	3	10
TCGA-A4-8098-01	3	4	3	10
TCGA-A4-8310-01	0	0	0	0
TCGA-A4-8311-01	0	0	0	0
TCGA-A4-8312-01	0	0	0	0
TCGA-A4-8515-01	1	0	0	1
TCGA-A4-8516-01	2	2	1	5
TCGA-A4-8517-01	0	0	0	0
TCGA-A4-8518-01	1	0	0	1
TCGA-A4-8630-01	0	0	0	0
TCGA-A4-A48D-01	0	0	0	0
TCGA-A4-A4ZT-01	0	0	0	0
TCGA-A4-A57E-01	5	6	5	16
TCGA-A4-A5DU-01	0	0	0	0
TCGA-A4-A5XZ-01	2	1	1	4
TCGA-A4-A5Y0-01	2	1	3	6
TCGA-A4-A5Y1-01	9	4	7	20
TCGA-A4-A6HP-01	0	0	0	0
TCGA-A4-A772-01	0	0	0	0
TCGA-A4-A7UZ-01	5	2	1	8
TCGA-A5-A0G2-01	5	2	4	11
TCGA-A5-A0G5-01	25	21	16	62
TCGA-A5-A0G9-01	2	1	1	4
TCGA-A5-A0GA-01	2	3	0	5
TCGA-A5-A0GB-01	2	1	0	3
TCGA-A5-A0GD-01	0	0	0	0
TCGA-A5-A0GE-01	0	0	0	0
TCGA-A5-A0GG-01	3	5	4	12
TCGA-A5-A0GH-01	0	2	0	2
TCGA-A5-A0GI-01	1	0	0	1
TCGA-A5-A0GJ-01	20	17	17	54
TCGA-A5-A0GM-01	0	0	0	0
TCGA-A5-A0GN-01	1	0	0	1
TCGA-A5-A0GP-01	0	0	0	0
TCGA-A5-A0GQ-01	1	1	1	3
TCGA-A5-A0GR-01	11	13	12	36
TCGA-A5-A0GU-01	2	0	0	2
TCGA-A5-A0GV-01	1	0	0	1
TCGA-A5-A0GW-01	0	0	0	0
TCGA-A5-A0GX-01	2	1	0	3
TCGA-A5-A0R6-01	9	6	5	20
TCGA-A5-A0R7-01	3	1	1	5
TCGA-A5-A0R8-01	0	0	0	0
TCGA-A5-A0R9-01	0	0	0	0
TCGA-A5-A0RA-01	0	0	0	0
TCGA-A5-A0VP-01	0	0	0	0
TCGA-A5-A0VQ-01	0	0	0	0
TCGA-A5-A1OF-01	0	0	0	0
TCGA-A5-A1OG-01	18	13	12	43
TCGA-A5-A1OJ-01	1	0	0	1
TCGA-A5-A1OK-01	1	0	0	1
TCGA-A5-A2K2-01	15	11	3	29
TCGA-A5-A2K3-01	4	0	1	5
TCGA-A5-A2K4-01	7	5	3	15
TCGA-A5-A2K5-01	0	0	0	0
TCGA-A5-A2K7-01	0	0	0	0
TCGA-A5-A3LO-01	2	2	0	4
TCGA-A5-A3LP-01	16	14	6	36
TCGA-A5-A7WK-01	11	7	11	29
TCGA-A5-AB3J-01	1	1	1	3
TCGA-A6-2671-01	11	7	9	27
TCGA-A6-2672-01	0	0	0	0
TCGA-A6-2674-01	8	7	4	19
TCGA-A6-2675-01	12	7	3	22
TCGA-A6-2676-01	2	2	1	5
TCGA-A6-2677-01	7	5	5	17
TCGA-A6-2678-01	11	13	7	31
TCGA-A6-2679-01	7	12	3	22
TCGA-A6-2680-01	2	1	3	6
TCGA-A6-2681-01	6	7	8	21
TCGA-A6-2683-01	7	5	3	15
TCGA-A6-2684-01	3	1	3	7
TCGA-A6-2685-01	7	5	4	16
TCGA-A6-2686-01	14	19	5	38
TCGA-A6-3807-01	12	4	4	20
TCGA-A6-3809-01	0	0	0	0
TCGA-A6-3810-01	6	6	3	15
TCGA-A6-4105-01	7	4	4	15
TCGA-A6-4107-01	4	2	1	7
TCGA-A6-5656-01	9	4	6	19
TCGA-A6-5657-01	6	2	5	13
TCGA-A6-5659-01	4	2	4	10
TCGA-A6-5660-01	7	2	2	11
TCGA-A6-5661-01	2	1	1	4
TCGA-A6-5662-01	7	3	7	17
TCGA-A6-5664-01	2	2	1	5
TCGA-A6-5665-01	0	0	0	0
TCGA-A6-5666-01	5	3	2	10
TCGA-A6-5667-01	8	7	4	19
TCGA-A6-6137-01	3	5	3	11
TCGA-A6-6138-01	8	6	5	19
TCGA-A6-6140-01	7	7	6	20
TCGA-A6-6141-01	0	0	0	0
TCGA-A6-6142-01	6	3	5	14
TCGA-A6-6648-01	10	9	12	31
TCGA-A6-6649-01	6	5	0	11
TCGA-A6-6650-01	10	8	6	24
TCGA-A6-6651-01	5	4	4	13
TCGA-A6-6652-01	4	2	3	9
TCGA-A6-6653-01	1	1	1	3
TCGA-A6-6654-01	5	9	5	19
TCGA-A6-6780-01	2	4	3	9
TCGA-A6-6781-01	0	0	0	0
TCGA-A6-6782-01	7	2	2	11
TCGA-A6-A565-01	4	2	3	9
TCGA-A6-A566-01	1	2	1	4
TCGA-A6-A567-01	5	0	5	10
TCGA-A6-A56B-01	13	19	4	36
TCGA-A7-A0CD-01	5	2	3	10
TCGA-A7-A0CE-01	20	21	9	50
TCGA-A7-A0CG-01	3	5	3	11
TCGA-A7-A0CH-01	3	0	1	4
TCGA-A7-A0CJ-01	27	15	12	54
TCGA-A7-A0D9-01	8	4	4	16
TCGA-A7-A0DA-01	31	34	9	74
TCGA-A7-A0DB-01	3	0	1	4
TCGA-A7-A13D-01	24	11	11	46
TCGA-A7-A13E-01	13	8	10	31
TCGA-A7-A13F-01	5	1	3	9
TCGA-A7-A13G-01	5	2	2	9
TCGA-A7-A13H-01	5	5	4	14
TCGA-A7-A26E-01	1	1	2	4
TCGA-A7-A26F-01	9	9	7	25
TCGA-A7-A26G-01	10	11	10	31
TCGA-A7-A26H-01	7	5	6	18
TCGA-A7-A26I-01	19	9	10	38
TCGA-A7-A26J-01	8	1	6	15
TCGA-A7-A2KD-01	20	11	8	39
TCGA-A7-A3IY-01	0	2	1	3
TCGA-A7-A3IZ-01	6	5	7	18
TCGA-A7-A3J0-01	0	0	0	0
TCGA-A7-A3J1-01	5	5	7	17
TCGA-A7-A3RF-01	0	0	0	0
TCGA-A7-A425-01	5	2	3	10
TCGA-A7-A426-01	5	1	4	10
TCGA-A7-A4SA-01	19	26	14	59
TCGA-A7-A4SB-01	10	2	10	22
TCGA-A7-A4SD-01	18	15	13	46
TCGA-A7-A4SE-01	26	16	18	60
TCGA-A7-A4SF-01	15	10	8	33
TCGA-A7-A56D-01	10	10	14	34
TCGA-A7-A5ZV-01	26	16	13	55
TCGA-A7-A5ZW-01	2	0	2	4
TCGA-A7-A5ZX-01	1	3	2	6
TCGA-A7-A6VV-01	29	8	22	59
TCGA-A7-A6VW-01	16	20	12	48
TCGA-A7-A6VX-01	26	28	14	68
TCGA-A7-A6VY-01	19	29	28	76
TCGA-A8-A06N-01	9	5	6	20
TCGA-A8-A06O-01	13	5	12	30
TCGA-A8-A06P-01	3	2	3	8
TCGA-A8-A06Q-01	14	15	9	38
TCGA-A8-A06R-01	30	23	10	63
TCGA-A8-A06T-01	11	9	11	31
TCGA-A8-A06U-01	27	19	21	67
TCGA-A8-A06X-01	26	21	12	59
TCGA-A8-A06Y-01	2	0	2	4
TCGA-A8-A06Z-01	13	8	10	31
TCGA-A8-A075-01	20	22	13	55
TCGA-A8-A076-01	7	10	4	21
TCGA-A8-A079-01	16	9	6	31
TCGA-A8-A07B-01	14	10	5	29
TCGA-A8-A07E-01	8	6	6	20
TCGA-A8-A07F-01	2	1	2	5
TCGA-A8-A07G-01	12	17	9	38
TCGA-A8-A07I-01	9	7	9	25
TCGA-A8-A07J-01	5	4	4	13
TCGA-A8-A07L-01	24	27	20	71
TCGA-A8-A07O-01	10	6	7	23
TCGA-A8-A07P-01	9	7	7	23
TCGA-A8-A07R-01	31	35	21	87
TCGA-A8-A07S-01	5	1	4	10
TCGA-A8-A07U-01	16	8	9	33
TCGA-A8-A07W-01	12	7	5	24
TCGA-A8-A07Z-01	6	1	4	11
TCGA-A8-A081-01	10	11	12	33
TCGA-A8-A082-01	5	3	4	12
TCGA-A8-A083-01	4	2	2	8
TCGA-A8-A084-01	8	5	3	16
TCGA-A8-A085-01	13	19	9	41
TCGA-A8-A086-01	6	4	4	14
TCGA-A8-A08A-01	5	4	2	11
TCGA-A8-A08B-01	12	6	8	26
TCGA-A8-A08C-01	3	0	1	4
TCGA-A8-A08F-01	26	37	13	76
TCGA-A8-A08G-01	11	7	6	24
TCGA-A8-A08H-01	0	0	0	0
TCGA-A8-A08I-01	14	10	9	33
TCGA-A8-A08J-01	17	16	6	39
TCGA-A8-A08L-01	28	28	23	79
TCGA-A8-A08O-01	10	6	9	25
TCGA-A8-A08R-01	29	35	21	85
TCGA-A8-A08T-01	6	3	3	12
TCGA-A8-A08X-01	16	10	9	35
TCGA-A8-A08Z-01	6	3	4	13
TCGA-A8-A090-01	7	2	4	13
TCGA-A8-A091-01	7	0	4	11
TCGA-A8-A092-01	8	1	4	13
TCGA-A8-A093-01	5	0	2	7
TCGA-A8-A094-01	7	15	17	39
TCGA-A8-A095-01	2	2	2	6
TCGA-A8-A096-01	2	2	2	6
TCGA-A8-A097-01	17	23	11	51
TCGA-A8-A099-01	4	3	5	12
TCGA-A8-A09A-01	26	33	11	70
TCGA-A8-A09B-01	6	6	1	13
TCGA-A8-A09C-01	10	5	9	24
TCGA-A8-A09D-01	10	7	7	24
TCGA-A8-A09E-01	5	1	3	9
TCGA-A8-A09G-01	3	3	4	10
TCGA-A8-A09I-01	14	12	8	34
TCGA-A8-A09M-01	18	21	12	51
TCGA-A8-A09N-01	10	3	9	22
TCGA-A8-A09Q-01	16	18	12	46
TCGA-A8-A09R-01	8	3	5	16
TCGA-A8-A09T-01	6	2	2	10
TCGA-A8-A09V-01	3	0	1	4
TCGA-A8-A09W-01	18	26	12	56
TCGA-A8-A09X-01	12	10	4	26
TCGA-A8-A09Z-01	2	5	3	10
TCGA-A8-A0A1-01	5	7	6	18
TCGA-A8-A0A2-01	7	4	3	14
TCGA-A8-A0A4-01	7	10	11	28
TCGA-A8-A0A6-01	7	2	5	14
TCGA-A8-A0A7-01	6	6	9	21
TCGA-A8-A0A9-01	6	2	3	11
TCGA-A8-A0AB-01	6	6	6	18
TCGA-A8-A0AD-01	3	1	4	8
TCGA-AA-3488-01	10	5	5	20
TCGA-AA-3489-01	2	2	2	6
TCGA-AA-3492-01	1	2	1	4
TCGA-AA-3494-01	7	6	4	17
TCGA-AA-3495-01	5	3	4	12
TCGA-AA-3496-01	4	2	4	10
TCGA-AA-3502-01	1	1	0	2
TCGA-AA-3506-01	1	1	1	3
TCGA-AA-3510-01	0	0	0	0
TCGA-AA-3511-01	8	8	4	20
TCGA-AA-3514-01	0	2	1	3
TCGA-AA-3516-01	1	1	1	3
TCGA-AA-3517-01	5	2	5	12
TCGA-AA-3518-01	0	0	0	0
TCGA-AA-3519-01	9	7	5	21
TCGA-AA-3520-01	8	4	4	16
TCGA-AA-3521-01	8	6	4	18
TCGA-AA-3522-01	8	10	7	25
TCGA-AA-3524-01	7	3	5	15
TCGA-AA-3525-01	0	0	0	0
TCGA-AA-3526-01	2	5	3	10
TCGA-AA-3527-01	4	3	3	10
TCGA-AA-3529-01	3	2	2	7
TCGA-AA-3530-01	2	4	3	9
TCGA-AA-3531-01	3	2	3	8
TCGA-AA-3532-01	9	11	7	27
TCGA-AA-3534-01	2	1	1	4
TCGA-AA-3538-01	6	2	6	14
TCGA-AA-3542-01	6	3	5	14
TCGA-AA-3543-01	2	2	1	5
TCGA-AA-3544-01	5	13	7	25
TCGA-AA-3548-01	5	1	3	9
TCGA-AA-3549-01	6	6	4	16
TCGA-AA-3552-01	11	5	5	21
TCGA-AA-3553-01	7	4	6	17
TCGA-AA-3554-01	0	2	0	2
TCGA-AA-3555-01	1	1	1	3
TCGA-AA-3556-01	3	3	3	9
TCGA-AA-3558-01	3	0	1	4
TCGA-AA-3560-01	3	3	5	11
TCGA-AA-3561-01	8	9	5	22
TCGA-AA-3562-01	6	1	2	9
TCGA-AA-3655-01	4	3	6	13
TCGA-AA-3660-01	10	9	5	24
TCGA-AA-3662-01	5	6	3	14
TCGA-AA-3663-01	1	1	1	3
TCGA-AA-3664-01	15	15	5	35
TCGA-AA-3666-01	9	6	2	17
TCGA-AA-3667-01	4	1	0	5
TCGA-AA-3672-01	0	0	0	0
TCGA-AA-3673-01	1	0	2	3
TCGA-AA-3675-01	1	0	0	1
TCGA-AA-3678-01	5	5	5	15
TCGA-AA-3679-01	14	8	5	27
TCGA-AA-3680-01	2	11	4	17
TCGA-AA-3681-01	7	2	6	15
TCGA-AA-3684-01	2	0	2	4
TCGA-AA-3685-01	9	4	4	17
TCGA-AA-3688-01	4	1	2	7
TCGA-AA-3692-01	4	1	5	10
TCGA-AA-3693-01	8	4	4	16
TCGA-AA-3695-01	1	2	2	5
TCGA-AA-3696-01	2	2	1	5
TCGA-AA-3697-01	7	3	3	13
TCGA-AA-3710-01	0	0	0	0
TCGA-AA-3712-01	9	10	3	22
TCGA-AA-3713-01	1	1	2	4
TCGA-AA-3715-01	1	0	1	2
TCGA-AA-3812-01	2	1	1	4
TCGA-AA-3814-01	3	1	1	5
TCGA-AA-3818-01	1	1	1	3
TCGA-AA-3819-01	7	4	5	16
TCGA-AA-3821-01	1	0	0	1
TCGA-AA-3831-01	1	0	2	3
TCGA-AA-3833-01	1	1	1	3
TCGA-AA-3837-01	1	0	0	1
TCGA-AA-3841-01	12	5	5	22
TCGA-AA-3842-01	9	8	1	18
TCGA-AA-3844-01	0	0	0	0
TCGA-AA-3845-01	2	1	0	3
TCGA-AA-3846-01	1	0	0	1
TCGA-AA-3848-01	2	3	6	11
TCGA-AA-3850-01	16	33	1	50
TCGA-AA-3851-01	4	5	3	12
TCGA-AA-3852-01	0	0	0	0
TCGA-AA-3854-01	9	5	4	18
TCGA-AA-3855-01	6	3	3	12
TCGA-AA-3856-01	3	2	3	8
TCGA-AA-3858-01	9	3	4	16
TCGA-AA-3860-01	11	9	11	31
TCGA-AA-3864-01	1	1	1	3
TCGA-AA-3866-01	7	2	2	11
TCGA-AA-3867-01	8	5	5	18
TCGA-AA-3869-01	5	3	4	12
TCGA-AA-3870-01	11	9	10	30
TCGA-AA-3872-01	13	11	9	33
TCGA-AA-3875-01	4	1	2	7
TCGA-AA-3877-01	0	0	0	0
TCGA-AA-3930-01	6	4	6	16
TCGA-AA-3941-01	13	17	6	36
TCGA-AA-3947-01	0	0	0	0
TCGA-AA-3949-01	1	2	0	3
TCGA-AA-3950-01	1	1	0	2
TCGA-AA-3952-01	15	12	15	42
TCGA-AA-3955-01	7	3	2	12
TCGA-AA-3956-01	5	5	7	17
TCGA-AA-3966-01	8	5	3	16
TCGA-AA-3968-01	8	9	3	20
TCGA-AA-3971-01	5	1	2	8
TCGA-AA-3972-01	5	5	1	11
TCGA-AA-3973-01	2	0	1	3
TCGA-AA-3975-01	5	3	2	10
TCGA-AA-3976-01	5	5	2	12
TCGA-AA-3977-01	2	1	2	5
TCGA-AA-3979-01	8	5	8	21
TCGA-AA-3982-01	8	22	17	47
TCGA-AA-3984-01	1	0	0	1
TCGA-AA-3986-01	1	1	1	3
TCGA-AA-3989-01	3	6	1	10
TCGA-AA-3994-01	3	3	3	9
TCGA-AA-A004-01	11	1	3	15
TCGA-AA-A00A-01	1	3	1	5
TCGA-AA-A00D-01	3	0	3	6
TCGA-AA-A00E-01	2	4	2	8
TCGA-AA-A00F-01	11	9	6	26
TCGA-AA-A00J-01	2	1	1	4
TCGA-AA-A00K-01	2	1	1	4
TCGA-AA-A00L-01	4	2	3	9
TCGA-AA-A00N-01	0	0	0	0
TCGA-AA-A00O-01	8	6	4	18
TCGA-AA-A00Q-01	2	0	2	4
TCGA-AA-A00R-01	0	0	0	0
TCGA-AA-A00U-01	5	1	3	9
TCGA-AA-A00W-01	3	0	1	4
TCGA-AA-A00Z-01	7	3	4	14
TCGA-AA-A010-01	0	2	0	2
TCGA-AA-A017-01	5	4	1	10
TCGA-AA-A01C-01	3	3	4	10
TCGA-AA-A01D-01	5	3	4	12
TCGA-AA-A01F-01	4	3	2	9
TCGA-AA-A01G-01	7	2	2	11
TCGA-AA-A01I-01	0	0	0	0
TCGA-AA-A01K-01	6	4	6	16
TCGA-AA-A01P-01	1	1	1	3
TCGA-AA-A01Q-01	2	3	1	6
TCGA-AA-A01R-01	5	5	1	11
TCGA-AA-A01S-01	7	7	5	19
TCGA-AA-A01T-01	11	4	1	16
TCGA-AA-A01V-01	0	0	0	0
TCGA-AA-A01X-01	1	0	0	1
TCGA-AA-A01Z-01	7	10	4	21
TCGA-AA-A022-01	0	1	2	3
TCGA-AA-A024-01	1	1	1	3
TCGA-AA-A029-01	1	0	0	1
TCGA-AA-A02E-01	12	4	5	21
TCGA-AA-A02F-01	8	4	8	20
TCGA-AA-A02H-01	11	10	5	26
TCGA-AA-A02J-01	2	2	2	6
TCGA-AA-A02O-01	3	1	2	6
TCGA-AA-A02R-01	0	0	0	0
TCGA-AA-A02W-01	5	1	3	9
TCGA-AA-A02Y-01	3	1	2	6
TCGA-AA-A03F-01	1	1	1	3
TCGA-AA-A03J-01	3	4	3	10
TCGA-AB-2803-03	0	0	0	0
TCGA-AB-2805-03	1	2	1	4
TCGA-AB-2806-03	1	1	1	3
TCGA-AB-2807-03	0	0	0	0
TCGA-AB-2808-03	0	1	1	2
TCGA-AB-2809-03	0	0	0	0
TCGA-AB-2810-03	0	0	0	0
TCGA-AB-2812-03	0	0	0	0
TCGA-AB-2813-03	2	0	4	6
TCGA-AB-2814-03	0	0	0	0
TCGA-AB-2816-03	0	0	1	1
TCGA-AB-2817-03	0	0	0	0
TCGA-AB-2818-03	0	0	0	0
TCGA-AB-2819-03	1	0	0	1
TCGA-AB-2820-03	1	2	0	3
TCGA-AB-2821-03	0	0	0	0
TCGA-AB-2822-03	0	0	0	0
TCGA-AB-2823-03	1	2	0	3
TCGA-AB-2824-03	0	0	0	0
TCGA-AB-2825-03	0	0	0	0
TCGA-AB-2826-03	11	9	0	20
TCGA-AB-2827-03	0	0	0	0
TCGA-AB-2828-03	0	0	0	0
TCGA-AB-2829-03	4	4	4	12
TCGA-AB-2830-03	1	0	0	1
TCGA-AB-2832-03	0	0	0	0
TCGA-AB-2834-03	0	0	0	0
TCGA-AB-2835-03	0	0	0	0
TCGA-AB-2838-03	2	3	3	8
TCGA-AB-2840-03	0	0	0	0
TCGA-AB-2841-03	0	0	0	0
TCGA-AB-2842-03	0	0	1	1
TCGA-AB-2844-03	0	0	0	0
TCGA-AB-2845-03	0	0	1	1
TCGA-AB-2846-03	0	0	0	0
TCGA-AB-2849-03	2	2	3	7
TCGA-AB-2850-03	0	0	0	0
TCGA-AB-2851-03	0	0	0	0
TCGA-AB-2853-03	0	0	0	0
TCGA-AB-2854-03	0	0	0	0
TCGA-AB-2855-03	2	0	2	4
TCGA-AB-2856-03	0	0	0	0
TCGA-AB-2857-03	4	0	2	6
TCGA-AB-2858-03	0	0	0	0
TCGA-AB-2859-03	0	0	0	0
TCGA-AB-2860-03	1	3	4	8
TCGA-AB-2861-03	0	0	0	0
TCGA-AB-2862-03	0	0	0	0
TCGA-AB-2863-03	0	0	0	0
TCGA-AB-2864-03	2	1	0	3
TCGA-AB-2865-03	1	0	0	1
TCGA-AB-2867-03	0	0	1	1
TCGA-AB-2868-03	6	3	5	14
TCGA-AB-2869-03	0	0	0	0
TCGA-AB-2870-03	0	0	0	0
TCGA-AB-2872-03	0	3	2	5
TCGA-AB-2873-03	0	0	0	0
TCGA-AB-2874-03	0	0	2	2
TCGA-AB-2875-03	0	0	0	0
TCGA-AB-2878-03	3	5	3	11
TCGA-AB-2879-03	0	0	1	1
TCGA-AB-2880-03	1	1	1	3
TCGA-AB-2882-03	0	0	0	0
TCGA-AB-2883-03	1	1	0	2
TCGA-AB-2885-03	2	4	2	8
TCGA-AB-2886-03	0	1	1	2
TCGA-AB-2887-03	3	2	2	7
TCGA-AB-2888-03	0	0	0	0
TCGA-AB-2889-03	0	0	0	0
TCGA-AB-2890-03	0	0	0	0
TCGA-AB-2892-03	0	0	0	0
TCGA-AB-2893-03	0	0	0	0
TCGA-AB-2894-03	0	0	2	2
TCGA-AB-2895-03	0	0	0	0
TCGA-AB-2896-03	2	0	1	3
TCGA-AB-2897-03	0	0	0	0
TCGA-AB-2898-03	0	0	0	0
TCGA-AB-2899-03	0	0	0	0
TCGA-AB-2900-03	0	0	0	0
TCGA-AB-2901-03	1	0	0	1
TCGA-AB-2903-03	0	0	0	0
TCGA-AB-2904-03	7	6	4	17
TCGA-AB-2908-03	0	4	2	6
TCGA-AB-2909-03	0	1	1	2
TCGA-AB-2910-03	2	0	0	2
TCGA-AB-2911-03	0	0	0	0
TCGA-AB-2912-03	1	0	0	1
TCGA-AB-2913-03	3	2	3	8
TCGA-AB-2915-03	0	3	1	4
TCGA-AB-2916-03	0	0	0	0
TCGA-AB-2917-03	1	0	1	2
TCGA-AB-2919-03	0	0	0	0
TCGA-AB-2920-03	2	2	1	5
TCGA-AB-2921-03	0	0	0	0
TCGA-AB-2922-03	0	0	0	0
TCGA-AB-2923-03	2	2	2	6
TCGA-AB-2924-03	1	1	1	3
TCGA-AB-2925-03	0	0	0	0
TCGA-AB-2926-03	0	0	0	0
TCGA-AB-2927-03	0	0	0	0
TCGA-AB-2928-03	0	0	0	0
TCGA-AB-2929-03	3	1	4	8
TCGA-AB-2930-03	0	0	0	0
TCGA-AB-2931-03	0	0	0	0
TCGA-AB-2932-03	0	0	1	1
TCGA-AB-2933-03	1	0	1	2
TCGA-AB-2934-03	0	0	0	0
TCGA-AB-2935-03	5	10	5	20
TCGA-AB-2937-03	0	0	0	0
TCGA-AB-2938-03	7	8	4	19
TCGA-AB-2939-03	3	3	3	9
TCGA-AB-2940-03	0	0	0	0
TCGA-AB-2943-03	0	2	2	4
TCGA-AB-2944-03	0	0	2	2
TCGA-AB-2945-03	1	0	0	1
TCGA-AB-2946-03	0	0	1	1
TCGA-AB-2947-03	0	0	0	0
TCGA-AB-2948-03	0	0	0	0
TCGA-AB-2949-03	0	0	0	0
TCGA-AB-2950-03	0	0	0	0
TCGA-AB-2952-03	2	2	3	7
TCGA-AB-2954-03	0	2	0	2
TCGA-AB-2956-03	0	0	0	0
TCGA-AB-2959-03	1	0	0	1
TCGA-AC-A23C-01	11	7	8	26
TCGA-AC-A23E-01	4	1	3	8
TCGA-AC-A23G-01	3	0	3	6
TCGA-AC-A23H-01	11	6	4	21
TCGA-AC-A2B8-01	8	7	4	19
TCGA-AC-A2BK-01	22	12	15	49
TCGA-AC-A2BM-01	11	9	5	25
TCGA-AC-A2FB-01	2	3	3	8
TCGA-AC-A2FE-01	6	5	3	14
TCGA-AC-A2FF-01	0	0	0	0
TCGA-AC-A2FG-01	5	2	3	10
TCGA-AC-A2FK-01	0	0	0	0
TCGA-AC-A2FM-01	5	0	5	10
TCGA-AC-A2FO-01	10	6	6	22
TCGA-AC-A2QH-01	20	11	9	40
TCGA-AC-A2QI-01	5	2	4	11
TCGA-AC-A2QJ-01	6	1	2	9
TCGA-AC-A3BB-01	3	2	2	7
TCGA-AC-A3EH-01	5	3	3	11
TCGA-AC-A3HN-01	4	3	3	10
TCGA-AC-A3OD-01	10	7	8	25
TCGA-AC-A3QP-01	5	2	3	10
TCGA-AC-A3QQ-01	6	4	4	14
TCGA-AC-A3TM-01	5	1	2	8
TCGA-AC-A3TN-01	4	0	3	7
TCGA-AC-A3W5-01	16	13	7	36
TCGA-AC-A3W6-01	1	0	1	2
TCGA-AC-A3W7-01	4	1	3	8
TCGA-AC-A3YI-01	0	3	0	3
TCGA-AC-A3YJ-01	1	2	0	3
TCGA-AC-A4ZE-01	5	1	7	13
TCGA-AC-A5EH-01	10	15	12	37
TCGA-AC-A5EI-01	5	10	10	25
TCGA-AC-A5XS-01	7	11	7	25
TCGA-AC-A5XU-01	10	7	6	23
TCGA-AC-A62V-01	14	9	5	28
TCGA-AC-A62X-01	13	8	3	24
TCGA-AC-A62Y-01	5	8	2	15
TCGA-AC-A6IV-01	6	3	3	12
TCGA-AC-A6IW-01	15	12	4	31
TCGA-AC-A6IX-01	9	3	12	24
TCGA-AC-A6IX-06	5	4	11	20
TCGA-AC-A6NO-01	2	2	2	6
TCGA-AC-A7VB-01	8	9	7	24
TCGA-AC-A7VC-01	3	2	3	8
TCGA-AC-A8OP-01	16	14	6	36
TCGA-AC-A8OQ-01	25	29	17	71
TCGA-AC-A8OR-01	1	0	3	4
TCGA-AC-A8OS-01	3	1	3	7
TCGA-AD-5900-01	1	2	0	3
TCGA-AD-6548-01	4	3	1	8
TCGA-AD-6888-01	8	4	2	14
TCGA-AD-6889-01	0	0	0	0
TCGA-AD-6890-01	4	3	4	11
TCGA-AD-6895-01	0	0	0	0
TCGA-AD-6899-01	8	5	3	16
TCGA-AD-6901-01	8	6	2	16
TCGA-AD-6963-01	4	0	2	6
TCGA-AD-6964-01	0	2	1	3
TCGA-AD-6965-01	11	1	6	18
TCGA-AD-A5EJ-01	1	0	0	1
TCGA-AD-A5EK-01	6	2	3	11
TCGA-AF-2687-01	4	7	1	12
TCGA-AF-2689-01	6	5	3	14
TCGA-AF-2690-01	8	4	3	15
TCGA-AF-2691-01	6	4	7	17
TCGA-AF-2692-01	8	9	3	20
TCGA-AF-2693-01	9	5	8	22
TCGA-AF-3400-01	6	4	3	13
TCGA-AF-3911-01	12	3	5	20
TCGA-AF-3913-01	8	4	9	21
TCGA-AF-4110-01	9	7	7	23
TCGA-AF-5654-01	1	1	1	3
TCGA-AF-6136-01	9	4	7	20
TCGA-AF-6655-01	5	2	3	10
TCGA-AF-6672-01	11	6	5	22
TCGA-AF-A56K-01	10	7	4	21
TCGA-AF-A56L-01	5	5	2	12
TCGA-AF-A56N-01	6	3	3	12
TCGA-AG-3574-01	1	0	1	2
TCGA-AG-3575-01	4	2	3	9
TCGA-AG-3578-01	12	4	8	24
TCGA-AG-3580-01	0	1	1	2
TCGA-AG-3581-01	4	3	3	10
TCGA-AG-3582-01	10	6	4	20
TCGA-AG-3583-01	2	1	2	5
TCGA-AG-3584-01	11	3	9	23
TCGA-AG-3586-01	1	1	1	3
TCGA-AG-3587-01	14	14	4	32
TCGA-AG-3591-01	13	9	6	28
TCGA-AG-3592-01	7	5	3	15
TCGA-AG-3593-01	8	1	4	13
TCGA-AG-3594-01	6	6	7	19
TCGA-AG-3598-01	3	5	0	8
TCGA-AG-3599-01	1	1	1	3
TCGA-AG-3600-01	18	24	9	51
